-7w9qsazt8o-00002-00000475-00000847 感想が一つありつつと
C3veBe44ISM-00009-00003514-00004136 チャンネル登録と高評価は別に必要ありませんので、お暇な方は古代都市832丁目ロックを押してください。
C3veBe44ISM-00010-00004137-00004424 クバンチの畑に水やりでもお願いします。
C3veBe44ISM-00011-00004425-00004898 それではここまでのご視聴ありがとうございました。
CC2h8GSTiCg-00000-00000115-00000438 特にバカ庭とかなんも起きないし
CC2h8GSTiCg-00001-00000440-00000790 この場所はね、もうこの場所はどれくらい柱こうやってこう
CC2h8GSTiCg-00003-00001079-00001340 外も見てみようか、外な。
CC2h8GSTiCg-00004-00001341-00001888 すっともみてみる
CC2h8GSTiCg-00006-00002047-00002411 工事中だけども何も起きてませんねえ
CC2h8GSTiCg-00007-00002412-00002771 一番進化とかは大きくのかなと思う
CC2h8GSTiCg-00009-00002877-00003114 マリチュウとときない
CC2h8GSTiCg-00010-00003115-00003254 ここでそういうこと
CC2h8GSTiCg-00011-00003254-00003563 そういうこと起きやすいから一応なんか予防
CC2h8GSTiCg-00013-00003734-00004018 多少してある多分向こう側に下向きやすいんじゃない
CC2h8GSTiCg-00015-00004388-00004670 な別にその
CC2h8GSTiCg-00016-00004671-00004940 としたとせ次も
CC2h8GSTiCg-00017-00004941-00005174 さして何も起きてないし雨がうざい
CC2h8GSTiCg-00018-00005175-00005389 ぐらいだよね
CC2h8GSTiCg-00021-00005951-00006587 まあ異常ないよ
CC2h8GSTiCg-00023-00006855-00007145 OKです
CC2h8GSTiCg-00024-00007145-00007417 関係
CFjLmj9DHa4-00000-00000048-00000603 アイアンワークスは2階が高いとこかな。
CFjLmj9DHa4-00001-00000604-00000801 この声はフレディーか。
CFjLmj9DHa4-00003-00000998-00001581 ダメだバレてる
CFjLmj9DHa4-00005-00002635-00003893 なるべく小屋板は強いから、すぐに使わないようにしたいね。
CFjLmj9DHa4-00007-00004519-00004729 お?諦めてくれた?
CFjLmj9DHa4-00009-00006109-00006417 メディアイス?僕夢をしてるの?
CFjLmj9DHa4-00010-00006418-00006906 パッパー!寝てるのか?
CFjLmj9DHa4-00011-00006908-00008302 ありがとう。
CFjLmj9DHa4-00012-00008303-00008593 ビル、治療する?
CFjLmj9DHa4-00013-00008594-00009811 ダメだフレディッケル。
CFjLmj9DHa4-00014-00009812-00011100 ビューゴメン
CFjLmj9DHa4-00015-00011101-00012073 これは救助僕が行くべきかな?
CFjLmj9DHa4-00016-00012074-00012574 ビュー逃げよう
CFjLmj9DHa4-00017-00012575-00013066 授業OK
CFjLmj9DHa4-00018-00013067-00013366 手が滑ったわいすまん
CFjLmj9DHa4-00019-00013368-00013844 しっかり謝るね全然いいよわらわら
CFjLmj9DHa4-00020-00013846-00015488 ビルどこに行くの?
CFjLmj9DHa4-00022-00016056-00016428 仲間がケースしてる
CFjLmj9DHa4-00023-00016429-00016588 レースを待たせ。
CFjLmj9DHa4-00025-00017226-00017879 あと3台だね。
CFjLmj9DHa4-00027-00018273-00018891 フレディスカ
CFjLmj9DHa4-00028-00018892-00019276 あれ僕じゃない?
CFjLmj9DHa4-00029-00019277-00019531 おお、破滅発見。
CFjLmj9DHa4-00031-00019640-00020136 よし上下
CFjLmj9DHa4-00033-00021203-00021996 あれ?さっきの破滅じゃなかったのか。
CFjLmj9DHa4-00034-00021997-00022784 黒が言ってくれるみたい。任せたよ。
CFjLmj9DHa4-00036-00023745-00025039 救助間にあったね。こっちは僕が救助しよう。
CFjLmj9DHa4-00037-00025040-00025763 フレディ離れたかな?
CFjLmj9DHa4-00039-00026412-00026658 お、全員回復してる。
CFjLmj9DHa4-00043-00028113-00028620 ダメだいたーっても間に合わなかった
CFjLmj9DHa4-00045-00029224-00031023 理由の分も頑張らなきゃ
CFjLmj9DHa4-00046-00031024-00031841 母の子も終わりなのか、厳しくなってきたぞ。
CFjLmj9DHa4-00047-00031842-00032236 AI、僕の手見えてた?
CFjLmj9DHa4-00049-00032645-00033448 あと1台頑張ってー
CFjLmj9DHa4-00050-00033449-00034735 ごめん近いけどここでケースさせて
CFjLmj9DHa4-00053-00035899-00036271 これはラッキー。
CFjLmj9DHa4-00054-00036272-00036515 ライフ数点
CFjLmj9DHa4-00056-00037572-00037889 ああああ、ウィッグストラッカーに優れた。
CFjLmj9DHa4-00057-00037890-00038539 しかも出るタイミングよ
CFjLmj9DHa4-00058-00038540-00039927 よっしゃー、ミスらなかった。
CFjLmj9DHa4-00059-00039928-00040181 相手がない
CFjLmj9DHa4-00061-00041274-00042086 エイジはもうダメだ。逃げてくれー。
CFjLmj9DHa4-00063-00042582-00042996 あれ?ロレディ、ケバスセッサッケ?
CFjLmj9DHa4-00064-00042997-00044286 以上、ウォッシュポライクによる、生徒の高さよ。レースだけでも脱出できてよかった。
DOSSkxyMaSk-00000-00000000-00000545 こんにちは。
DOSSkxyMaSk-00001-00000546-00001052 という話を僕の実体験を加えてお話ししていこうと思います皆さん
DOSSkxyMaSk-00003-00001175-00001739 ミニマルに生活することがいいよというふうに僕は発信しているんですけれどもいかがですか
DOSSkxyMaSk-00004-00001739-00002001 やってみると分かると思います けれども
DOSSkxyMaSk-00005-00002002-00002352 結構いいシナリオにしますよね
DOSSkxyMaSk-00006-00002353-00002901 数字に差別した時の効果と実際にどんなことができるのかという話を
DOSSkxyMaSk-00007-00002902-00003339 話していこうと思います僕のチャンネルではこうしたミニマルな生活だとか
DOSSkxyMaSk-00008-00003340-00003711 コストパフォーマンスの良い生活を配信していますよかったらチャンネル登録お願いします
DOSSkxyMaSk-00010-00003762-00004000 生活水準を下げるって結構
DOSSkxyMaSk-00011-00004001-00004363 意外ともぐがふがあったんですよそれで
DOSSkxyMaSk-00012-00004364-00004605 例えば金を持ってる人たちはフェラーリ
DOSSkxyMaSk-00013-00004606-00005208 行ったりとか高級タワーマーシャルに行ったりとか海外で生活したりっていう風に自分にすると
DOSSkxyMaSk-00014-00005209-00005862 その水準を上げること、生活にかかるお金をバンと上げてしまうと、変えられた生活に、
DOSSkxyMaSk-00015-00005863-00006108 入りにくいですよねっていう話 を結構
DOSSkxyMaSk-00017-00006451-00006861 下げることによって結構メリットもあって下げるのがもっと
DOSSkxyMaSk-00018-00006862-00008606 難しいんですけども、一回下げていくことによると、やりたいことにお金を使いたい、あとはコスパのいいアイテムを使いたいというふうに生活がよりしやすくなるので、今日はコスパのいい生活の方法といった絵をまとめていきます。今日は6つのパーというわけで、
DOSSkxyMaSk-00019-00008607-00009128 話をしていますで実際にそのメリットを2つお話ししてこれだったら私のできるなこれ
DOSSkxyMaSk-00020-00009129-00009563 やってみたいなと思った方は実際にやってみてもらって
DOSSkxyMaSk-00021-00009564-00009854 してもらえればなと思っています
DOSSkxyMaSk-00022-00009855-00010306 まず1つ目。1つ目何かというと、やりたいことにお金が使われるようになります。
DOSSkxyMaSk-00023-00010307-00010741 生活ステージにあたり、 下げるメリットはやりたいことにお金を使う
DOSSkxyMaSk-00024-00010742-00011242 例えば趣味があったよと例えばここで言うと結構本が好きだよね
DOSSkxyMaSk-00026-00011573-00011962 月々、
DOSSkxyMaSk-00028-00012263-00012775 サービスがありますそういったサービスを使うお金に使うという感じです
DOSSkxyMaSk-00029-00012776-00013279 で、本当にお金が使えるようになるんで、コスト生活をするといいですよっていうことを僕は
DOSSkxyMaSk-00030-00013280-00013426 言ってる感じです
DOSSkxyMaSk-00031-00013427-00014038 生活水準を下げてもやっぱりやりたいことにお金を使うっていうのは大事ですよね。
DOSSkxyMaSk-00032-00014038-00014512 結構例えばですけど僕は私銀行員だった頃って
DOSSkxyMaSk-00033-00014513-00014949 3年目にようやく無限周500万円になるという風に言われている
DOSSkxyMaSk-00034-00014950-00015657 時代でした。 なんで実際500万円稼いでお金を持っていくとしても
DOSSkxyMaSk-00035-00015658-00016032 そういうことにお金と時間を使えないっていう人が結構いたんですね
DOSSkxyMaSk-00036-00016033-00016666 しかしその勉強だとか例えば接待ゴルフ接待飲食接待水という風に
DOSSkxyMaSk-00037-00016667-00017008 上司はすごく時間を過ごされていました
DOSSkxyMaSk-00038-00017009-00017392 それと同じようにやっぱり社会人になると目の見くらいやるか
DOSSkxyMaSk-00039-00017393-00017947 免許接待というふうに結構主案が取られる人も多いので
DOSSkxyMaSk-00040-00017948-00018451 そして冷たいコスにパネルを使える ように生活水準を下げておけば
DOSSkxyMaSk-00041-00018452-00018668 1か使えるようになるんじゃない
DOSSkxyMaSk-00043-00019134-00019652 1、2つ目なんですけどもコスパの良いアイテムを探すようになります
DOSSkxyMaSk-00044-00019653-00019799 おしっぱのいい生活
DOSSkxyMaSk-00045-00019800-00020408 例えば月曜日のランチの話がありますそういう風にやっぱりいろいろと情報のアンテナが
DOSSkxyMaSk-00046-00020409-00020620 ことができる
DOSSkxyMaSk-00047-00020621-00021077 意外に生活水準は上がってきます
DOSSkxyMaSk-00048-00021078-00021554 お金は下がるんですけれども生活の質はどんどんどんどん上がってくるから
DOSSkxyMaSk-00050-00021672-00022352 生活水準を下げるんですけれども下げることによっていろんな情報をゲットすると
DOSSkxyMaSk-00051-00022353-00022577 便利に情報を返付しやすくなる
DOSSkxyMaSk-00052-00022578-00023079 例えば家賃0円ほぼほぼ0円で生活 しているとかあとは月額
DOSSkxyMaSk-00053-00023080-00023472 6000円のランチ食べ放題のサービスを知ったりだとか
DOSSkxyMaSk-00054-00023473-00023889 というふうにアンテナを張ることができるのでより生活がしやすくなります
DOSSkxyMaSk-00055-00023890-00024530 これ2つ目がスポンジにあるアイテムを探されるようにアンテナを張れるようになる
DOSSkxyMaSk-00056-00024531-00025086 3つ目意外と家賃が低くてお家していけるのに要することだ
DOSSkxyMaSk-00058-00025377-00025847 思うんですけども家賃って結構なお金がかかってくるんですよ
DOSSkxyMaSk-00059-00025848-00026332 例えば月々5万円だとしても教育費に1万円6万円
DOSSkxyMaSk-00060-00026333-00026974 あとは水道が高熱している風にいろいろと重なってきて
DOSSkxyMaSk-00061-00026975-00027326 ご家庭もあるかと思います
DOSSkxyMaSk-00062-00027327-00027811 家賃って一旦下げていくと意外に生活できたりするんですよね。
DOSSkxyMaSk-00063-00027812-00028379 家賃が下がると固定費も下がるので生活しやすい生活水準を下げるための
DOSSkxyMaSk-00066-00028720-00029264 次、4つ目。海外に行く余裕ができる。これ結構大事なポイント。
DOSSkxyMaSk-00068-00029376-00029795 海外好きなんですか?なんでかって言うと日本人
DOSSkxyMaSk-00069-00029795-00030524 銀行時代の時に結構上から圧力をかけられて日本の会社が嫌だなというふうにすごく思っていたんですけど
DOSSkxyMaSk-00070-00030525-00030593 ました
DOSSkxyMaSk-00071-00030594-00031154 なのでそういった過去もあるんですけども海外に行くとこんな生活でも行けるんだ
DOSSkxyMaSk-00072-00031155-00031598 海外 日本がすごく規律が正しいというか
DOSSkxyMaSk-00073-00031599-00031794 軍国主義の名残だというと
