UAHUKX7GH1U-00001-00000210-00000311 こんにちは、だつで
Uj0_aau0B6A-00356-00103922-00104342 逆に自分がちょ早くやってくれ
Uj0_aau0B6A-00357-00104343-00104677 本当にチーム戦っていいなって思います
Uj0_aau0B6A-00358-00104678-00105069 泣きそうです
Uj0_aau0B6A-00365-00107050-00107756 もうだって横見たら倒るしかないですよあと
Uj0_aau0B6A-00367-00107928-00108254 完食して終わりっていう時に
Uj0_aau0B6A-00368-00108255-00108644 隣にも卵しか残ってなくて自分のところに残っている
Uj0_aau0B6A-00369-00108645-00108950 頑張るしかないじゃないですか
Uj0_aau0B6A-00373-00110408-00110782 はい、ということですね。これにて。
Uj0_aau0B6A-00374-00110783-00111172 3対3の寿司勝負対決を終了いたします
Uj0_aau0B6A-00375-00111173-00111458 カジノでした
UugvoFd-EGg-00000-00000096-00000417 何これ
UugvoFd-EGg-00001-00000418-00000565 にろぶる
UugvoFd-EGg-00002-00000566-00000880 ウルトラファインニスト
UugvoFd-EGg-00003-00000881-00001105 パークこれコマーシャルしてるよねー
UugvoFd-EGg-00006-00001727-00001975 どうなんだろう?買ってみる?
UugvoFd-EGg-00007-00001976-00002199 これやってみたくない?これ
UugvoFd-EGg-00009-00002309-00002728 本当に落ちるの?わかんねえ
UugvoFd-EGg-00010-00002729-00003019 でも結構するんでしょう
UugvoFd-EGg-00012-00003155-00003511 ハローキティバージョンが45,800円
UugvoFd-EGg-00015-00004222-00004578 ということじゃあ
UugvoFd-EGg-00018-00005145-00005467 ウルトラファインリスト
UugvoFd-EGg-00020-00005648-00006161 ハローCバージョンじゃないよ
UugvoFd-EGg-00021-00006162-00006706 うわすげぇ!なんか箱がすげぇんだけどなんこれ
UugvoFd-EGg-00022-00006708-00007009 え?え?てかここがこっちで
UugvoFd-EGg-00024-00007104-00007317 すごいんだけど
UugvoFd-EGg-00027-00007644-00008184 色回す
UugvoFd-EGg-00028-00008186-00008704 公式ご一緒ソイエンス
UugvoFd-EGg-00029-00008705-00009112 今日の喜びが永遠の感動に
UugvoFd-EGg-00030-00009113-00009219 2-6
UugvoFd-EGg-00032-00009560-00009970 なんか、おりんぐ
UugvoFd-EGg-00034-00010311-00010753 419個入りアストロンこの格好です
UugvoFd-EGg-00035-00010754-00011183 これあれで各のおりんだからめちゃくちゃたち
UugvoFd-EGg-00039-00013112-00014016 結構高かったんだけどなでもなんか回した感じの感触がすごい なんかヌルヌルして滑らか
UugvoFd-EGg-00043-00014928-00015249 女子
UugvoFd-EGg-00045-00015741-00016068 何なんこれ?違和感も?
UugvoFd-EGg-00048-00016826-00017196 演奏これだ
UugvoFd-EGg-00049-00017197-00018167 ブーブー
UugvoFd-EGg-00052-00018612-00018821 早速
UugvoFd-EGg-00053-00018822-00019457 使ってみましょう
UugvoFd-EGg-00055-00019761-00020273 猫がいっぱいいるからこういう風になっちゃうんだよね
UugvoFd-EGg-00058-00020462-00020889 はい、いきます。 今ついてるシャワーヘッドも
UugvoFd-EGg-00059-00020890-00021199 なんとかーそしようって言って切実に言ったやつじゃない
UugvoFd-EGg-00063-00021801-00022239 らしい
UugvoFd-EGg-00071-00024895-00025250 すごい
UugvoFd-EGg-00076-00029011-00029326 じゃあ次は
UugvoFd-EGg-00077-00029327-00030043 顔でやってみましょう
UugvoFd-EGg-00080-00031536-00032080 猫がマッキーの袋に寄ってしまって、 僕は、僕じゃないの。
UugvoFd-EGg-00082-00032372-00033095 じゃあ
UugvoFd-EGg-00083-00033096-00033335 かいてー
UugvoFd-EGg-00084-00033336-00034097 とりながら書いている
UugvoFd-EGg-00085-00034098-00034418 さあバカって書いたーーー
UugvoFd-EGg-00089-00035399-00035555 これで
UugvoFd-EGg-00090-00035556-00035801 楽しみたいと思います
UugvoFd-EGg-00091-00035802-00037038 いくよー
UugvoFd-EGg-00095-00038212-00038379 おちまった
UugvoFd-EGg-00096-00038380-00038489 にゃぶ
UugvoFd-EGg-00100-00040435-00040767 はい皆様いかがでしたでしょうか
UugvoFd-EGg-00101-00040768-00041008 楽しんでいただけましたでしょうか
UugvoFd-EGg-00102-00041009-00041578 ミラブルのウルトラファインミストシャワーヘッドを使った感想として
UugvoFd-EGg-00103-00041579-00042260 バブル普通のボードですねでは
UugvoFd-EGg-00104-00042261-00042618 強くはないんですが
UugvoFd-EGg-00105-00042619-00042818 水の水量が
UugvoFd-EGg-00107-00042967-00043302 ちょっとした歌声みたいな感じ
UugvoFd-EGg-00108-00043303-00044022 今までの節水型のシャワーヘッドは使ってたんですがそれはどちらかというと水
UugvoFd-EGg-00110-00044131-00044706 あとガスとかの節約に貢献したと思うんですが今回のこの
UugvoFd-EGg-00111-00044707-00045398 ミラブルのシャワーヘッドは、どちらかというと美容の方を意識している。
UugvoFd-EGg-00113-00045522-00046145 先ほど話したんですがバブルストレートの方は
UugvoFd-EGg-00114-00046146-00046499 とかのところに当てると気持ちいいです
UugvoFd-EGg-00116-00046640-00046807 もう一つのモード
UugvoFd-EGg-00117-00046808-00047145 顔にこうやっててマジックの後こうやって
UugvoFd-EGg-00118-00047146-00047398 落とす落ちるみたいな
UugvoFd-EGg-00119-00047399-00047671 馬群何
UugvoFd-EGg-00124-00048963-00049336 バブルミストがあるんですね
UugvoFd-EGg-00125-00049337-00049698 バブルミストの方は
UugvoFd-EGg-00126-00049699-00049880 ちょっと離れると
UugvoFd-EGg-00127-00049881-00050393 お湯が温くなります。なので、こうやって顔に当てて、そうですね、
UugvoFd-EGg-00128-00050394-00050841 汚れが落ちる
UugvoFd-EGg-00129-00050842-00051434 顔とか頭とか汚れているところをこうやって
UugvoFd-EGg-00130-00051435-00051864 戦場力に特化したものだと
UugvoFd-EGg-00132-00052096-00052307 結構良かったです
UugvoFd-EGg-00133-00052308-00052604 限界4万円ですから
UugvoFd-EGg-00134-00052605-00052866 いいのは当たり前なんでしょうけど
UugvoFd-EGg-00135-00052866-00053370 私普段結構シャワーを
UugvoFd-EGg-00136-00053371-00053850 帰ってきてからあとゆっくりお風呂入る時間とかもちょっとないので
UugvoFd-EGg-00137-00053851-00054045 済ましちゃうことが多いんですが
UugvoFd-EGg-00138-00054046-00054432 シャワーが終わった後しばらく温熱効果っていうんですよね
UugvoFd-EGg-00139-00054433-00054786 踏み抜きますそれもやっぱり
UugvoFd-EGg-00140-00054787-00055075 バブルミスト
UugvoFd-EGg-00141-00055076-00055283 気泡が入った
UugvoFd-EGg-00143-00055404-00055774 お水のおかげなのかお湯のおかげなのかなと言いました
UugvoFd-EGg-00144-00055775-00056257 結構良かったですどういう風な感想を述べているか話しているかちょっと分からない
UugvoFd-EGg-00146-00056361-00056667 私は良かったですね
UugvoFd-EGg-00147-00056669-00057171 一生に1回ぐらいのものを買ってみてもいいんじゃないかと思います
UugvoFd-EGg-00150-00057697-00058090 実際の効果っていうのはこれから
UugvoFd-EGg-00152-00058403-00058722 あと妻の母が同居してるんですが
UugvoFd-EGg-00153-00058723-00059175 母も使ってみて結構良かったと言ってました
UugvoFd-EGg-00154-00059176-00059787 お水とガスとかどのくらい節約できるかっていうのは
UugvoFd-EGg-00155-00059788-00060448 これからの結果次第なんですけど、そっちの方はあまり…
UugvoFd-EGg-00156-00060449-00061016 どっちもいいかな そんなに使うわけじゃないので
UugvoFd-EGg-00157-00061017-00061191 結構楽しかった
UugvoFd-EGg-00158-00061192-00061354 それでは皆さん
UugvoFd-EGg-00159-00061355-00061579 またねー
UugvoFd-EGg-00161-00061955-00062190 バイバーイ
UugvoFd-EGg-00165-00066025-00066700 ご視聴ありがとうございました
VFiAk6htPSM-00002-00001307-00001545 どうもごちくわちくわですだれ?今回は現代
VFiAk6htPSM-00003-00001546-00001720 とある有名リックリザバンシャとマリカを
VFiAk6htPSM-00004-00001721-00001899 ますねーこんな今にも消えそうな子
VFiAk6htPSM-00005-00001900-00002067 チャンネルに有名ゆっくり茶番舎とこ
VFiAk6htPSM-00006-00002068-00002330 てなみに誰だ?ゆっぷり歩み
VFiAk6htPSM-00007-00002331-00002621 ゆずきさんえぇ?あのやっとおろっちゃ16万人
VFiAk6htPSM-00008-00002622-00002815 ご視聴ありがとうございました
VFiAk6htPSM-00009-00002816-00003049 ん だ けど ね ほっ どう いう ここ な ん だ これ し
VFiAk6htPSM-00010-00003050-00003229 次回予告
VFiAk6htPSM-00011-00003230-00003472 参加してるだけですうちね
VFiAk6htPSM-00012-00003472-00003724 あれてかなんで音ないの?録音ミスで音か
VFiAk6htPSM-00013-00003725-00003901 なかったんです。
VFiAk6htPSM-00014-00003902-00004128 やつやん
VFiAk6htPSM-00015-00004129-00004389 てか画質荒くない?それは機材の問題かな
VFiAk6htPSM-00016-00004390-00004544 問題ありありなのっちゃ入る
VFiAk6htPSM-00019-00005521-00006466 ご視聴ありがとうございました
VFiAk6htPSM-00020-00006467-00006731 寸前してただろうとぐし
VFiAk6htPSM-00022-00007042-00007923 サンダー開始だぜ
VFiAk6htPSM-00024-00008556-00008950 ジムニに反応しフライムイでした。
VFiAk6htPSM-00025-00008951-00009199 ミュージックパッカー次回音符がジャンプ
VFiAk6htPSM-00026-00009200-00009385 地面についた瞬間にジャンツーかと
VFiAk6htPSM-00027-00009386-00009666 ジャスメイの概念
VFiAk6htPSM-00028-00009667-00010203 ベタ切れすぎてカット
VFiAk6htPSM-00035-00011883-00012427 に?いけ
VFiAk6htPSM-00037-00012560-00012717 よカットしすぎると思わないのでご
VFiAk6htPSM-00038-00012718-00012910 寝ようにしよか。ありがとうございました。
VFiAk6htPSM-00039-00012911-00013077 イヤーヒットの薄い丸の部分もあるね
VFiAk6htPSM-00040-00013078-00013237 削り取るところでした
VFiAk6htPSM-00041-00013238-00013488 削り取るとはゆっくりって気持ち悪い
VFiAk6htPSM-00042-00013490-00013660 じゃあ私たちが出る動画を見なければ
VFiAk6htPSM-00043-00013661-00013937 いいのに、なんでわざわざ言うんだろうね。
VFiAk6htPSM-00044-00013938-00014159 PSで電話できる時代か
VFiAk6htPSM-00045-00014160-00014381 頭から落下したのに言ってないのか
VFiAk6htPSM-00046-00014382-00014576 うp主さん何もままの一冊返しされ
VFiAk6htPSM-00047-00014577-00014840 来年できますね。フランゴ首相様。
VFiAk6htPSM-00048-00014841-00015074 瞬間に台でいっけでたのですみません。まいさん
VFiAk6htPSM-00049-00015075-00015407 コマンドやねー
VFiAk6htPSM-00050-00015408-00015569 てことでご視聴ありがとうございました
VFiAk6htPSM-00051-00015569-00015901 こんなクソ動画見てくれてありがとねー
VVpJaUccth4-00000-00000033-00000800 こんにちは、コリアです。本日は、顔がコンプレックスのため、マスクをかけての撮影に…
VVpJaUccth4-00001-00000801-00001120 ご了承いただけますよう
VVpJaUccth4-00002-00001121-00002020 お願い申し上げます。
VVpJaUccth4-00003-00002021-00002625 あのねふざけてるわけじゃないんですよ本当になんか朝起きてあー今日は顔が気に入らない
VVpJaUccth4-00004-00002626-00002940 ちょっと受け入れられないっていうとき
VVpJaUccth4-00005-00002941-00003265 ない自分の顔
VVpJaUccth4-00006-00003265-00003840 私はたまにあるんですよそれが今日でした
VVpJaUccth4-00010-00004557-00004976 お茶しようみたいなとても夢のような話ですよ
VVpJaUccth4-00013-00005537-00006049 ということで今日はお家で一人サフェーごっこをしていきたいと思います
VVpJaUccth4-00014-00006050-00006439 何を作るかというと今トレンドの
VVpJaUccth4-00015-00006440-00007052 カフェを作っていきたいと思います
VVpJaUccth4-00016-00007053-00007418 検索してみるといっぱい出てくるんだわ
VVpJaUccth4-00017-00007419-00008148 見た目が一番良さそうな
VVpJaUccth4-00020-00008632-00009106 まずは普通バージョン作っていきたいと思います
VVpJaUccth4-00022-00009406-00009723 材料を用意してきました。
VVpJaUccth4-00023-00009724-00010266 いたって簡単ですインスタントコーヒーとあとお湯とお砂糖
VVpJaUccth4-00024-00010267-00010511 あとミルクになります
VVpJaUccth4-00026-00010664-00010987 そしてこちらがハンドミキサー、コルボナーコージェロン
VVpJaUccth4-00027-00010988-00011423 泡をたてるために使います
VVpJaUccth4-00040-00013925-00014215 3、2、1
VVpJaUccth4-00072-00025061-00025402 ちょっと色がちょっとずつ変わってきました
VVpJaUccth4-00073-00025403-00025781 ペットもうちょっと固めになるまで 入ってみよう
VVpJaUccth4-00088-00032233-00032611 はい、続いて抹茶バージョンですけれども、
VVpJaUccth4-00089-00032612-00033857 ちょっと大量が回ります抹茶パウダーにシュガーに卵を加えます
VVpJaUccth4-00099-00037183-00037532 たまにはたまゆー
VVpJaUccth4-00105-00039179-00039346 次の動画では、ほぐら
VVpJaUccth4-00168-00063785-00064407 食べれないけど小豆乗せちゃうよ
VVpJaUccth4-00169-00064408-00065370 完成しました
VVpJaUccth4-00170-00065371-00066094 横から見てもふわふわです。ふわふわです。
VVpJaUccth4-00171-00066095-00066494 それでは味見してみましょう
VVpJaUccth4-00172-00066495-00067534 まずは抹茶
VVpJaUccth4-00176-00068982-00069444 と思っていた
VVpJaUccth4-00180-00071418-00071736 とっても濃厚
VVpJaUccth4-00181-00071737-00072036 これをねどううまく
VVpJaUccth4-00182-00072037-00072385 食べれるかしら
VVpJaUccth4-00184-00073017-00073318 レギュラーバージョン行ってみたいと思います
VVpJaUccth4-00186-00073550-00073909 これもまたクリーミーでとっても美味しそうです
VVpJaUccth4-00191-00076231-00076533 はい、今日作ってみた感想ですが、
VVpJaUccth4-00192-00076534-00077160 とっても美味しかったですただこれを毎日作るかって言ったらちょっと手間がかかる
VVpJaUccth4-00193-00077161-00077826 なので、今度お友達が遊びに来てくれた時に、ぜひあやとをもう一回作ってみたいと思います。
VVpJaUccth4-00194-00077827-00078231 それでは皆さん最後までご視聴いただきありがとうございました
