CFWRJ0FZ1S8-00001-00001898-00002354 クヨクビシチョウ!イジジェデザイン!
Eujb5icfi3c-00032-00010965-00011162 光の道場
Eujb5icfi3c-00033-00011163-00011521 それは、私にはとても恐ろしく聞こえる。
Eujb5icfi3c-00034-00011522-00011741 しかし私に
Eujb5icfi3c-00035-00011742-00012073 私は
Eujb5icfi3c-00036-00012074-00012421 意見に浮かぶのがある
F16m8qBRrRA-00002-00000521-00000899 緑の手が心地いいや
F16m8qBRrRA-00003-00000900-00001229 あれっ なんか向こうに見えるぞ
F16m8qBRrRA-00004-00001230-00001470 白いウェディングドレスに
F16m8qBRrRA-00005-00001471-00001693 スルピカのハゲ
F16m8qBRrRA-00006-00001694-00002272 じゃないに あ結婚式の撮影会なんだよ
F16m8qBRrRA-00007-00002273-00002668 結婚しあすおめでとうございます
F16m8qBRrRA-00009-00003222-00003615 それにしても向こうのカップルは 変になるなぁ
F16m8qBRrRA-00011-00003763-00004172 この石造りの街にとても似合っている
F16m8qBRrRA-00012-00004173-00004624 東洋人の僕らじゃなんだか観光に来たって感じなんだけどね
F16m8qBRrRA-00014-00005005-00005286 ウェルカム?あ、さっきの
F16m8qBRrRA-00015-00005287-00005715 木の人たちの挙式場とかなのかな
F16m8qBRrRA-00016-00005716-00006509 ウェルカムって書いてあるからちょっと見に行っちゃおっと
F16m8qBRrRA-00018-00006705-00007205 ここも本物のアルハンブラ宮殿を元に作られた
F16m8qBRrRA-00019-00007206-00007539 しくしゃって感じがするなあ
F16m8qBRrRA-00020-00007540-00007971 向うに見える馬蹄形の門はイスラムの建築
F16m8qBRrRA-00021-00007972-00008380 群れはる様式だな
F16m8qBRrRA-00022-00008381-00008742 それにしてもうわぁ
F16m8qBRrRA-00023-00008743-00009194 この彫刻、目がクルクラするほど細かく刻まれてる。
F16m8qBRrRA-00025-00009443-00009528 そう
F16m8qBRrRA-00026-00009529-00010020 このアルハンブラ宮殿にはパラドールと言われる宿泊施設があって
F16m8qBRrRA-00027-00010021-00010259 予約さえ通れば
F16m8qBRrRA-00028-00010260-00010397 半拍でも
F16m8qBRrRA-00029-00010398-00010614 宿泊できるらしいからね
F16m8qBRrRA-00030-00010615-00010761 とはいえも
F16m8qBRrRA-00031-00010762-00011247 1ヶ月前に予約したチケットが取れなかったってことは
F16m8qBRrRA-00032-00011248-00011796 この宿はもっと取れないってことだよね。
F16m8qBRrRA-00033-00011797-00012847 上級国民になりてえぜ
F16m8qBRrRA-00034-00012849-00013459 いい塔が見える
F16m8qBRrRA-00036-00013675-00013838 用途に戻して
F16m8qBRrRA-00037-00013840-00014118 進んでみることがするか
F16m8qBRrRA-00038-00014119-00014763 そう、今来ているところはアルハンブラ宮殿の三つの字の一つの区画、ゲネラリフェット。
F16m8qBRrRA-00039-00014763-00015085 っていう美しい店で有名なんだよね
F16m8qBRrRA-00041-00015244-00015463 このギネラリティには
F16m8qBRrRA-00042-00015465-00015666 噴水だとか
F16m8qBRrRA-00043-00015668-00016072 ハムスツリング木がいっぱいあったりとかなんかすごく
F16m8qBRrRA-00044-00016074-00016665 手が入ってるらしいから楽しみにしていこうっと
F16m8qBRrRA-00046-00016892-00017260 遠くにグラナダの街が見える。
F16m8qBRrRA-00047-00017261-00017745 さっき見たアルカサルとはまた別の表情を見せるんだな
F16m8qBRrRA-00049-00018472-00018626 それにしても
F16m8qBRrRA-00050-00018627-00018798 大事なロボットですけ
F16m8qBRrRA-00051-00018799-00019104 暑いって言ったらなんていうの
F16m8qBRrRA-00052-00019105-00019490 ちょっとこれは日陰に入らないとダメだなぁ
F16m8qBRrRA-00055-00019849-00020677 わ、やっぱり結構混んでるよ。
F16m8qBRrRA-00056-00020678-00020957 一大観光地という感じで
F16m8qBRrRA-00057-00020958-00021421 どうもいっぱいいるな
F16m8qBRrRA-00058-00021422-00021632 うわぁなんだこれ
F16m8qBRrRA-00060-00021874-00022137 すごいなぁ
F16m8qBRrRA-00061-00022138-00022938 日本でもよく見るこの生垣の植物は、それをこんな風に入り口で
F16m8qBRrRA-00062-00022939-00023182 っていう風にやるだけで
F16m8qBRrRA-00063-00023183-00023462 手も素晴らしく見えちゃうよな
F16m8qBRrRA-00065-00023637-00023968 なんだかワクワクしてきたな
F16m8qBRrRA-00066-00023969-00024353 おばあさん畑ようこそって感じかなこれあ
F16m8qBRrRA-00067-00024354-00024655 ところどこにバラが見えて
F16m8qBRrRA-00069-00024812-00025192 緑が心地いい
F16m8qBRrRA-00070-00025193-00025307 でも暑いな
F16m8qBRrRA-00072-00025536-00025887 下からのアングルとかやろうと思ったんだけど
F16m8qBRrRA-00074-00026479-00026595 と
F16m8qBRrRA-00075-00026597-00026907 こっちに行けるみたい
F16m8qBRrRA-00076-00026908-00027336 飲んでる飲んでる水分補給はまみれしないとね
F16m8qBRrRA-00078-00027477-00028158 向こうにアルカサルが見える
F16m8qBRrRA-00079-00028158-00029385 噴水はどこだちょっと水で癒されたいって気もしてきたな
F16m8qBRrRA-00080-00029386-00029551 なんだ
F16m8qBRrRA-00081-00029552-00029918 こっちに列ができてるけど
F16m8qBRrRA-00082-00029919-00030041 なるほどね
F16m8qBRrRA-00083-00030042-00030815 ここがリーの噴水広場なんだよね
F16m8qBRrRA-00084-00030816-00031233 解説してるねっ
F16m8qBRrRA-00085-00031235-00031432 この風にしいわ
F16m8qBRrRA-00086-00031433-00031864 わあすごいなあ
F16m8qBRrRA-00087-00031864-00032166 真正面から見ると
F16m8qBRrRA-00088-00032167-00032420 この逆宝物さんが
F16m8qBRrRA-00090-00032554-00032980 自主するってことなんだ
F16m8qBRrRA-00091-00032981-00033192 これどっかで見たことあるなと思ったな
F16m8qBRrRA-00092-00033193-00033539 そうか
F16m8qBRrRA-00093-00033540-00034247 あのガウディの建築、サグラダファミリアのあの尖った塔の形は鉱物線を逆にした。
F16m8qBRrRA-00094-00034248-00034846 ものだっていう話なんだよね
F16m8qBRrRA-00095-00034847-00035251 昔バルセロナに行ったことだってそれも感動したけど。
F16m8qBRrRA-00096-00035252-00035402 これもこれで
F16m8qBRrRA-00098-00035956-00036159 万物の摂理を
F16m8qBRrRA-00099-00036160-00036529 人間が形にするっていうのが
F16m8qBRrRA-00100-00036530-00037194 すごく知的で素晴らしい感じがするよねあ
F16m8qBRrRA-00101-00037195-00037328 すいません
F16m8qBRrRA-00102-00037329-00037658 奥さんがすごくきれいです。
F16m8qBRrRA-00103-00037659-00037975 あの歯見て、煮込んで笑って
F16m8qBRrRA-00107-00038628-00038966 白い回廊を進んで行くと
F16m8qBRrRA-00108-00038967-00039164 そこには
F16m8qBRrRA-00109-00039165-00039505 いにしえの王朝の繁栄が
F16m8qBRrRA-00110-00039506-00039807 見て取れるというとあれか
F16m8qBRrRA-00112-00040084-00040343 その昔イスジャムの王は
F16m8qBRrRA-00113-00040344-00040525 ここで恋人と
F16m8qBRrRA-00114-00040526-00040686 ギターを弾いて
F16m8qBRrRA-00115-00040687-00041287 歌なんか歌っちゃったりしてたのかな
F16m8qBRrRA-00116-00041288-00041558 アーチの向こう側に見える。
F16m8qBRrRA-00117-00041559-00041741 ボリーブの木
F16m8qBRrRA-00119-00042463-00042670 一度見ようかな
F16m8qBRrRA-00120-00042671-00042871 仲もいいし
F16m8qBRrRA-00121-00042872-00043715 そーともいい
F16m8qBRrRA-00122-00043716-00044355 僕もツバメになって飛んで行きたいよ
F16m8qBRrRA-00123-00044356-00044710 この畑って誰も歩いてないけど
F16m8qBRrRA-00124-00044711-00045200 何が上ってんだろう
F16m8qBRrRA-00126-00045338-00045570 なんで3ルートラブがいいんだよ
F16m8qBRrRA-00129-00046918-00047198 この放物線のアーチは
F16m8qBRrRA-00130-00047199-00047432 所々にあり
F16m8qBRrRA-00131-00047433-00048683 水の音が僕の心を癒していた
F16m8qBRrRA-00132-00048684-00048930 緑が
F16m8qBRrRA-00133-00048931-00049280 綺麗にカットされてると
F16m8qBRrRA-00134-00049281-00050527 建物の一部になるというわけなんだ
F16m8qBRrRA-00135-00050528-00050911 アルハムラ宮殿が王になった気分で
F16m8qBRrRA-00136-00050912-00051162 心地がいい
F16m8qBRrRA-00137-00051163-00051475 我が王国へようこそ
F16m8qBRrRA-00138-00051476-00051827 パーティーなんかしたらすごいぞこれ
F16m8qBRrRA-00140-00051940-00052536 夢がもし叶うとしたらここで貸切のホームパーティーなんかして俺が主品としてね
F16m8qBRrRA-00141-00052537-00052767 挨拶なんかしちゃおうかなーってね
F16m8qBRrRA-00142-00052769-00052904 そんなに
F16m8qBRrRA-00143-00052905-00053344 ことできたらなんかすごく気持ちいいよね
F16m8qBRrRA-00144-00053345-00054592 何兼業てんだよお前は
F16m8qBRrRA-00145-00054593-00054796 喉が渇いた。どう?
F16m8qBRrRA-00146-00054797-00055070 かに水がないかな。
F16m8qBRrRA-00147-00055071-00055307 こんな思いが残りすぎて
F16m8qBRrRA-00149-00055512-00055780 背筋よね わかんない
F16m8qBRrRA-00150-00055782-00056067 あー、もうメントのチタラ、なめてた
F16m8qBRrRA-00153-00056401-00056725 隅々まで見るところがあるのに
F16m8qBRrRA-00154-00056726-00057346 この日は到着の日だったとこから見ようじゃん体が痛くなってる体が痛くないで
F16m8qBRrRA-00155-00057347-00057758 喉が渇いていたいなーって感じで
F16m8qBRrRA-00156-00057759-00059470 すごいな。
F16m8qBRrRA-00159-00060029-00060667 お姉さん、グラナダの水の味はどうですか?
F16m8qBRrRA-00160-00060669-00061213 っていう風にちょっと聞いてみることでした
F16m8qBRrRA-00165-00064364-00065531 ねえこのパンおいしいバトラブルウォーターねいい子いい子
F16m8qBRrRA-00166-00065532-00065847 トラブルウォーターっていうらしいです今初めて聞きました
F16m8qBRrRA-00169-00066055-00066384 そうボトに入れられるだよボトラブルって
F16m8qBRrRA-00170-00066385-00066724 なるほどなぁ勉強になるな、ニーキーズのやつ
F16m8qBRrRA-00171-00066725-00067210 ドリンカブルウォーターと言っているのと違うの、ボトラブルウォーターと言うのですよ
F16m8qBRrRA-00173-00067646-00067984 SVOCしておね
F16m8qBRrRA-00174-00067985-00068181 恥ずかしいぜ。
F16m8qBRrRA-00175-00068182-00068754 でも言ってることは分かるのでまあいいかしらしましょう
F16m8qBRrRA-00176-00068755-00069279 大冒険が始まったばっかりというのにもう私たちは疲労しております
F16m8qBRrRA-00177-00069280-00070331 何しようもう何十時間もベッと寝てないんですから
F16m8qBRrRA-00179-00070830-00070921 なんか
F16m8qBRrRA-00180-00070922-00071284 昔もじゅうきょうとんてん
F16m8qBRrRA-00185-00072603-00072841 なんだって言ってる?英語じゃねえか分かんないね
F16m8qBRrRA-00187-00073112-00073375 すっげぇ綺麗じゃん
F16m8qBRrRA-00189-00073575-00073936 パパに人があるから
F16m8qBRrRA-00190-00073937-00074684 トトロのマリニティ
F16m8qBRrRA-00195-00077554-00077747 緑のトンネルが
F16m8qBRrRA-00197-00077917-00078102 光のシャワーを
F16m8qBRrRA-00198-00078103-00078813 支えているようだったな
F16m8qBRrRA-00199-00078814-00079221 ただ単に歩いているだけなのに
F16m8qBRrRA-00200-00079222-00079448 ものすごい冒険に
F16m8qBRrRA-00201-00079449-00080101 出かけている気がした
F16m8qBRrRA-00203-00080764-00080962 すべきの花々なら
F16m8qBRrRA-00204-00080963-00081092 僕を
F16m8qBRrRA-00205-00081093-00081283 祝福しているかのようだった
F16m8qBRrRA-00207-00082176-00082465 空高く伸びる糸杉が
F16m8qBRrRA-00208-00082466-00082617 まるで
F16m8qBRrRA-00209-00082618-00082814 僕の行き先を示すようだった
F16m8qBRrRA-00211-00083182-00083466 高いところからの眺めはどうなんだろうか
F16m8qBRrRA-00213-00085424-00085576 さっきまでは
F16m8qBRrRA-00214-00085577-00085800 石の列柱だったものが
F16m8qBRrRA-00215-00085801-00086347 今では木の列中に変わっていた
F16m8qBRrRA-00216-00086348-00086480 その
F16m8qBRrRA-00217-00086481-00086677 コントラストが
F16m8qBRrRA-00218-00086678-00087131 僕の心に匂いを与えていた
F16m8qBRrRA-00219-00087132-00087307 どこの王国も
F16m8qBRrRA-00220-00087308-00088144 全て計算されているのだと
F16m8qBRrRA-00221-00088145-00088407 トヨタ 西洋
F16m8qBRrRA-00222-00088408-00088650 不思議と共通点があった
F16m8qBRrRA-00223-00088651-00089167 それは陰の世界と陽の世界
F16m8qBRrRA-00224-00089168-00089707 そう、アルハムラ宮殿では、石の世界と火の世界。
F16m8qBRrRA-00225-00089708-00089960 僕の出身の水戸では
F16m8qBRrRA-00226-00089961-00090461 快楽園があるがそこは陽である梅の世界と
F16m8qBRrRA-00227-00090462-00090830 インディアル縦の世界で表現するデータ
F16m8qBRrRA-00228-00090831-00091682 僕はその不思議な共通点に驚きながら足を進めることした
F16m8qBRrRA-00229-00091683-00092216 しかし僕はそんなことよりももっと重要なことに気づいていたそう
F16m8qBRrRA-00230-00092217-00092484 うんこがしたい気分だ。
F16m8qBRrRA-00231-00092485-00092907 まさかここでノグスをするわけにはいかないだろう
F16m8qBRrRA-00232-00092908-00093210 世界線の
FCMsazB4eL8-00001-00000343-00000516 失意弱!
FCMsazB4eL8-00002-00000517-00000707 補足しました
FCMsazB4eL8-00003-00000708-00001379 またがちまってってよ
FHZi73l9UfM-00001-00000149-00000550 お花紙とセロテープを使って藤の花を
FHZi73l9UfM-00002-00000551-00000867 簡単にたくさん作りましょう
FHZi73l9UfM-00003-00000868-00001269 まず緑のお花紙を2枚重ねにして八つ折りの花紙を作ります。
FHZi73l9UfM-00004-00001270-00002014 秒通りにします
FHZi73l9UfM-00005-00002014-00002224 これを半分に折って
FHZi73l9UfM-00006-00002225-00002618 輪になっている方から葉っぱの形に切ります
FHZi73l9UfM-00007-00002619-00003107 一部は切り離さずに残しておいてください。
FHZi73l9UfM-00008-00003108-00003647 真ん中のところをワイヤーで止めます
FHZi73l9UfM-00009-00003647-00003876 折山を潰すように
FHZi73l9UfM-00010-00003877-00004095 葉っぱを開いて
FHZi73l9UfM-00012-00004300-00004623 ワイヤーが隠れるように半分に折れば
FHZi73l9UfM-00013-00004624-00004912 虹の葉っぱの出来上がりです。
FHZi73l9UfM-00014-00004913-00005221 たくさん作って藤棚にする場合は、
FHZi73l9UfM-00015-00005222-00005497 次の動画でお会いしましょう。
FHZi73l9UfM-00016-00005498-00005833 あっという間に病房を利用できます。
