-4ff7nskf1y-00000-00000027-00000399 トンプソンハウス来ました
vD5Ryw920UU-00082-00038515-00038870 バベチリあったら見えちゃう
vD5Ryw920UU-00084-00039347-00040071 ゲート行った?
vD5Ryw920UU-00086-00040472-00041780 脳はなるのか?
vD5Ryw920UU-00087-00041781-00042097 ゲート開けて助けに行くぞ
vD5Ryw920UU-00089-00042270-00043079 そこならゲートに近いんじゃないか?
vD5Ryw920UU-00091-00043216-00043905 先に開けたか。
vD5Ryw920UU-00093-00044121-00044368 流石にゲート近いから離れないだろう
vD5Ryw920UU-00094-00044369-00044507 死竜よほしいな
vD5Ryw920UU-00095-00044508-00045164 え、待って早すぎ
vD5Ryw920UU-00097-00045806-00046389 って斧が切れた?
vD5Ryw920UU-00098-00046390-00047058 一時はどうなるかと思ったけど脱出だ
vD5Ryw920UU-00100-00047929-00048804 ありがとうございました
vGdLCja7Wxg-00000-00000037-00000549 それでは今日の計算基数学1の授業を始めたいと思います
vGdLCja7Wxg-00001-00000550-00001222 前回は、核小ユークリット誤除法の性質について触れた上で、
vGdLCja7Wxg-00002-00001223-00001485 その後で応用の話を始めましたけれども
vGdLCja7Wxg-00003-00001486-00002041 前回はその中で、方逆減の計算の紹介をしました。
vGdLCja7Wxg-00004-00002042-00002806 今回はですね 学習技術のご情報の性質を前回の授業からいくつか紹介
vGdLCja7Wxg-00005-00002807-00003247 しますという話をしており予告をしておりましたがその続きの話をします
vGdLCja7Wxg-00006-00003247-00003856 それから、拡張有効率誤乗法の別の応用としまして、今日は実数の例。
vGdLCja7Wxg-00007-00003857-00004040 分数展開に関する
vGdLCja7Wxg-00009-00004099-00004481 話をしたいと思います
vGdLCja7Wxg-00010-00004482-00004812 それではまず拡張域域の補助法
vGdLCja7Wxg-00011-00004813-00005412 でですねまぁいくつか指数室があります けれども今日は前回の続けた話をしたいと
vGdLCja7Wxg-00012-00005413-00005601 と思います
vGdLCja7Wxg-00013-00005602-00006243 この定理は多分教科書、テキストの方には出ていないと思いますので、
vGdLCja7Wxg-00014-00006244-00006816 今日配布した資料の方を参考にしてください
vGdLCja7Wxg-00015-00006817-00007095 ここでは
vGdLCja7Wxg-00016-00007095-00007495 FとGを整数としまして
vGdLCja7Wxg-00017-00007497-00007967 FもGも皮膚でかつFはG以上であるような数とします
vGdLCja7Wxg-00018-00007968-00008336 それからあとここ何回かやっておりますように
vGdLCja7Wxg-00019-00008337-00008849 常用付きの除山を使って皮膚のラムダ
vGdLCja7Wxg-00020-00008850-00009105 に対してそのある
vGdLCja7Wxg-00021-00009106-00009581 1からRラムダプラス1とそれから1からQラムダというのを
vGdLCja7Wxg-00022-00009582-00010071 有繰りと補助法及び拡張有繰りと補助法と同様に定めます
vGdLCja7Wxg-00023-00010072-00010605 それからS0からSラムだと、それからSラムだとプラス1までですね。
vGdLCja7Wxg-00024-00010606-00011107 T0からTλプラス1も各所ゆっくりと向上法と同様に定かれています。
vGdLCja7Wxg-00025-00011108-00011578 ですのでRIはその
vGdLCja7Wxg-00026-00011579-00011926 1ステップの上段をしたときの上位をですね
vGdLCja7Wxg-00027-00011927-00012436 それからQiはその序盤を押した時の章という形でまず定めまして
vGdLCja7Wxg-00028-00012437-00012955 あと、SIとTIについては、これは各種リュークリとご情報で与えたもの、
vGdLCja7Wxg-00029-00012956-00013558 なのでS0が1T0が0であとS1が0T1が
vGdLCja7Wxg-00031-00013581-00014428 ことであと s の i プラス1と t の i プラス1っていうのはそのこの r i
vGdLCja7Wxg-00032-00014429-00014875 -1をRIであったときと同様な形でない
vGdLCja7Wxg-00033-00014876-00015253 定めるということにしておきます
vGdLCja7Wxg-00034-00015254-00015586 今日紹介する性質は次のようなものです
vGdLCja7Wxg-00035-00015587-00015939 今回の話は整数の
vGdLCja7Wxg-00036-00015940-00016450 その上領列に関する性質なんですけれどもまずツッツァンの次が成り立つということで
vGdLCja7Wxg-00037-00016451-00017188 まず最初はiが0からλプラス1に対して、TiとTiプラス1の積分
vGdLCja7Wxg-00040-00017469-00017808 0 以下ということは
vGdLCja7Wxg-00041-00017809-00017987 富豪が
vGdLCja7Wxg-00042-00017988-00018529 同じになることはないとそれからあとTI
vGdLCja7Wxg-00043-00018530-00018729 の絶対値
vGdLCja7Wxg-00044-00018730-00019319 に対して ti プラス1の絶対値はそれと等しいかするより大きくなると
vGdLCja7Wxg-00045-00019320-00019718 もう一つはiが0からλまでに対して
vGdLCja7Wxg-00046-00019719-00020122 SIとSIプラス1の符号は同じにならない
vGdLCja7Wxg-00047-00020123-00020813 かつSIの絶対値に対してSのiプラス1の絶対値も等しいかそれより大きいか
vGdLCja7Wxg-00049-00021172-00021622 で、2番目の性質は
vGdLCja7Wxg-00050-00021623-00022014 これはiが0からλプラス1に対して
vGdLCja7Wxg-00051-00022015-00022336 RのI-1これは上位ですね
vGdLCja7Wxg-00052-00022337-00022884 それからあと ti の絶対値の積が
vGdLCja7Wxg-00053-00022885-00023299 で抑えられるとでかつその
vGdLCja7Wxg-00054-00023300-00023638 Rのi-1かけるSiの絶対値が
vGdLCja7Wxg-00055-00023639-00023879 Bで抑えられる
vGdLCja7Wxg-00056-00023880-00024089 性質です
vGdLCja7Wxg-00057-00024090-00024925 一応、この2つの性質については、照明のアウトラインをこれから説明したいと思います。
vGdLCja7Wxg-00058-00024926-00025503 まずAの性質のTiに関して説明をしていきます
vGdLCja7Wxg-00059-00025504-00025645 ます
vGdLCja7Wxg-00060-00025647-00025739 と
vGdLCja7Wxg-00061-00025739-00026155 まあアイナ0の時は
vGdLCja7Wxg-00062-00026156-00026572 T0とT1の定義がありましたのでその定義から
vGdLCja7Wxg-00063-00026573-00026767 明らかなわけです
vGdLCja7Wxg-00064-00026768-00027321 そこで0からiまでのt0からtiに対して
vGdLCja7Wxg-00065-00027322-00027697 まずこの主張が成り立つと仮定しておきます
vGdLCja7Wxg-00066-00027698-00028119 そうしますと、Tiプラス1というのは、
vGdLCja7Wxg-00067-00028120-00028422 定義からti-1からですね
vGdLCja7Wxg-00068-00028423-00028883 TiかけるQiを引いた値でしたけれども
vGdLCja7Wxg-00069-00028884-00029535 これに対して機能法の仮定を使いますとTのi-1と
vGdLCja7Wxg-00070-00029536-00030155 tのiですねtのi-1とtのiというのは昨日この過程から
vGdLCja7Wxg-00071-00030156-00030501 異なる符号を持っていてかつ絶対値を
vGdLCja7Wxg-00072-00030502-00030898 絶対知能に関してもこういう外相関係が
vGdLCja7Wxg-00073-00030899-00031314 成り立っていることが分かっています
vGdLCja7Wxg-00074-00031316-00031699 これを使いますと
vGdLCja7Wxg-00075-00031700-00032154 この式ですね、この ti プラス 1 を求めたこの式を
vGdLCja7Wxg-00076-00032155-00032674 絶対値を評価しますと、この式にあるような評価ができまして、
vGdLCja7Wxg-00077-00032675-00033256 そうすると、tiプラス1の絶対値は、tiの絶対値と等しいか、それより大きく、
vGdLCja7Wxg-00078-00033257-00033373 かつ
vGdLCja7Wxg-00079-00033374-00033698 この Tiプラス1の符号も
vGdLCja7Wxg-00080-00033699-00034276 試合の符号と逆になるということが分かるはずです
vGdLCja7Wxg-00081-00034277-00034680 そこを分かるかどうか納得するのは皆さんで
vGdLCja7Wxg-00082-00034681-00034976 各自で考えてみてください
vGdLCja7Wxg-00083-00034977-00035296 SIの場合も
vGdLCja7Wxg-00084-00035297-00035780 今TIに関して証明したと同じような方法で証明することができます
vGdLCja7Wxg-00085-00035781-00036415 ただし、昨日のインデックスはIイコール1から始めるという点が、
vGdLCja7Wxg-00086-00036416-00037059 場合の証明にとっておくことになりますので注意してください
vGdLCja7Wxg-00087-00037060-00037653 まず最初のAの証明でした。
vGdLCja7Wxg-00088-00037654-00038187 次がR-1と
vGdLCja7Wxg-00089-00038188-00038810 Ti SIの絶対値に関する性質です
vGdLCja7Wxg-00091-00038946-00039899 まずここで使うのは、このRのi-1に関するこの拡張リュークリットの構造法を
vGdLCja7Wxg-00092-00039900-00040262 でのこういう等式があるんですけれども
vGdLCja7Wxg-00093-00040263-00040577 この等式から出発しますと
vGdLCja7Wxg-00095-00040711-00041073 まずこの等式の両辺をT1倍
vGdLCja7Wxg-00096-00041074-00041227 します
vGdLCja7Wxg-00097-00041228-00041825 それから、これとは別に、今度はこの ry に関する
vGdLCja7Wxg-00098-00041826-00042326 拡張ユーケット50個にいるこの等式ですねこちらはTのI-1倍
vGdLCja7Wxg-00099-00042327-00042631 します
vGdLCja7Wxg-00100-00042632-00043240 この1の両辺から2の両辺をそれぞれ引くとですね
vGdLCja7Wxg-00102-00043350-00043706 こういう形になるんですけれどもa かける
vGdLCja7Wxg-00103-00043707-00044402 が左辺で右辺が
vGdLCja7Wxg-00104-00044403-00044981 かけるRのi-1-Tのi-1かけるRのiという
vGdLCja7Wxg-00105-00044982-00045155 結果になります
vGdLCja7Wxg-00106-00045156-00045791 ところがですねこの左辺にありますこの si-1 ti かける ti ti
vGdLCja7Wxg-00107-00045792-00046460 -1というのは確か前回述べた性質で実はこれ-1のi-1乗
vGdLCja7Wxg-00108-00046461-00047058 等しいということが分かりますのでこういう置き換えをすることができます
vGdLCja7Wxg-00109-00047059-00047604 これは何を言っているかというと右辺はこういう式なんですけれども左辺は
vGdLCja7Wxg-00110-00047605-00047760 あとは
vGdLCja7Wxg-00112-00047850-00048161 ここにかかってくるのは-1のべきですから
vGdLCja7Wxg-00113-00048162-00048626 結局左辺はプラスAかマイナスAのどっちかだというわけですね
vGdLCja7Wxg-00114-00048627-00049142 ということでそのプラスプラスマイナス a というのが実はこの右辺のこの式に
vGdLCja7Wxg-00115-00049143-00049797 等しくなるということが導かれます
vGdLCja7Wxg-00116-00049798-00050517 ここまできたところで、先ほど証明したAの性質から、
vGdLCja7Wxg-00117-00050518-00051055 t が異なる符号を持つという性質を用いますと
vGdLCja7Wxg-00118-00051056-00051568 今度はこれを絶対値をとって
vGdLCja7Wxg-00119-00051569-00052075 左辺をAにするわけですねAは皮膚ですからプラスマイナスAの絶対値は
vGdLCja7Wxg-00120-00052076-00052148 これが
vGdLCja7Wxg-00121-00052149-00052370 Aになるわけです
vGdLCja7Wxg-00122-00052371-00052863 一方で右辺は絶対値をとっておりまして、これを
vGdLCja7Wxg-00123-00052864-00053451 このような形で評価するということであとはその ti
vGdLCja7Wxg-00124-00053452-00053961 と ti-1のその絶対値の関係から
vGdLCja7Wxg-00125-00053962-00054445 目的とする評価が導かれるということになります
vGdLCja7Wxg-00126-00054446-00054974 あと以上がAとそれからTiに
vGdLCja7Wxg-00128-00055211-00055609 性質
vGdLCja7Wxg-00129-00055610-00056325 あとはそのBとSIに関する性質も今の証明と同じように示される
vGdLCja7Wxg-00130-00056326-00056898 はずですのでこれも各自で確認 しておいてください
vGdLCja7Wxg-00131-00056899-00057016 ここまで
vGdLCja7Wxg-00133-00057276-00057872 一応今日のですね 各社有形とご情報に関する接種がいつかあります
vGdLCja7Wxg-00134-00057873-00058354 けれども今日の文はここまでにしたいと思います
vNZ8VzoWpKQ-00000-00000102-00000437 おやー雪だ
vNZ8VzoWpKQ-00001-00000438-00000588 またね
vNZ8VzoWpKQ-00002-00000589-00001193 はーい、ちょっと待ってねーよいしょ
vNZ8VzoWpKQ-00004-00001309-00001823 ほら、フカフカする前にも雪いっぱいあるよ。
vNZ8VzoWpKQ-00005-00001823-00002749 ふんふんしたらこっちへ行きくるね
vNZ8VzoWpKQ-00006-00002750-00004729 あ、こいつまっ白け!シリスナイピーアルバムがwシシッウォチラー!ウォチラー!
vNZ8VzoWpKQ-00007-00004730-00006616 大変だわりーよーいれーさいおいしーやっ、様々な話やわ
vNZ8VzoWpKQ-00009-00007645-00009157 ああ、いいね、いいね。
vNZ8VzoWpKQ-00010-00009158-00009629 すごい!どうだよ?
vNZ8VzoWpKQ-00011-00009630-00010210 あー怖い
vNZ8VzoWpKQ-00012-00010211-00011676 今これらしいわ
vNZ8VzoWpKQ-00014-00012506-00012827 皆さんおはようございます新プロデュースにこんなに
vNZ8VzoWpKQ-00015-00012828-00013111 いやー
vNZ8VzoWpKQ-00016-00013112-00013421 お疲れ様でした
vNZ8VzoWpKQ-00017-00013422-00015013 作っていきたいとおもいますなほら
vNZ8VzoWpKQ-00020-00017180-00017857 もっとな子供じゃない
vNZ8VzoWpKQ-00023-00018368-00019027 いいよな、そうしてんけど。うん。
vNZ8VzoWpKQ-00025-00019523-00021414 冷たいってあんたらセルチアって
vNZ8VzoWpKQ-00026-00021415-00021920 一気にプレスかれた
vNZ8VzoWpKQ-00029-00022712-00023057 いや、くださる前に、 私ももう、つまらないから。
vNZ8VzoWpKQ-00030-00023058-00023549 さようなら
vNZ8VzoWpKQ-00031-00023550-00024094 じゃあねー
vNZ8VzoWpKQ-00033-00024408-00024510 入ったよそろそろ
