c9wg9nmod64-00000-00000048-00000316 寝たらスマホを出たいんだけど。来年。
dxNlJ9nHf7Q-00192-00072868-00073356 になれば対話にっていう戦略心を持ちながら長期的に考えるのが必要なので今日はお話ししている
dxNlJ9nHf7Q-00193-00073357-00073428 ました
dxNlJ9nHf7Q-00194-00073429-00073913 また次の動画で別の貯金術とかお金の使い方とかをやってみてよかったら
dxNlJ9nHf7Q-00195-00073914-00075023 動画も見てください。今日はありがとうございました。バイバイ。
e0_kFUjMVdY-00076-00034713-00035160 うまくいったな
e0_kFUjMVdY-00090-00043899-00044310 なんでここに
e0_kFUjMVdY-00091-00044311-00044619 警察が調べ尽くした言語です
e0_kFUjMVdY-00092-00044620-00044916 もう真犯人に繋がるような証拠は残ってきません
e0_kFUjMVdY-00094-00045168-00045355 わかっている
e0_kFUjMVdY-00095-00045356-00045583 うちの情報網を使って
e0_kFUjMVdY-00096-00045584-00045799 クゼを洗いました
e0_kFUjMVdY-00097-00045800-00046094 もしクゼがあなたをはめた黒幕であれば
e0_kFUjMVdY-00098-00046095-00046340 ここでの殺しのために殺し屋を雇った
e0_kFUjMVdY-00099-00046341-00046427 です
e0_kFUjMVdY-00100-00046428-00046595 ですが
e0_kFUjMVdY-00101-00046596-00046805 癖の周りにそういう動きはありません。
e0_kFUjMVdY-00102-00046806-00047177 どういうことだ
e0_kFUjMVdY-00104-00047455-00047822 あなたに殺しの濡れ衣を着せた黒幕が
e0_kFUjMVdY-00105-00047823-00048032 おそらくクゼじゃありません
e0_kFUjMVdY-00107-00048370-00048815 今、私が掴んでいる情報はここまでです。
e0_kFUjMVdY-00108-00048816-00049011 それをあなたにお伝えしようと思いました。
e0_kFUjMVdY-00110-00049148-00049331 そのためだけに
e0_kFUjMVdY-00111-00049332-00049531 なんとここに
e0_kFUjMVdY-00113-00049644-00049839 ですがご心配なく
e0_kFUjMVdY-00114-00049840-00050151 私は神室町から姿を消しをしません
e0_kFUjMVdY-00115-00050152-00050465 当時真組がうちの動きに気づくまで
e0_kFUjMVdY-00116-00050466-00050820 もう少し時間がかかると思っていましたが
e0_kFUjMVdY-00117-00050821-00051107 それでも想定の範囲内です
e0_kFUjMVdY-00118-00051108-00051487 その悪名だが淡くってたな
e0_kFUjMVdY-00119-00051488-00051831 小田さんにもまだ伝えてないことです
e0_kFUjMVdY-00121-00052076-00052587 この壁の一つの所有者を見つけました
e0_kFUjMVdY-00122-00052588-00052863 訳あってまだ接触はできていません
e0_kFUjMVdY-00123-00052864-00053215 ですが、その人物をうちが抑え
e0_kFUjMVdY-00124-00053216-00053495 殻の一粒を手に入れれば
e0_kFUjMVdY-00126-00053644-00053883 我々に土地を売ってほしいと頭を下げ
e0_kFUjMVdY-00127-00053884-00054079 いうことになる
e0_kFUjMVdY-00128-00054080-00054275 この土地の価値は
e0_kFUjMVdY-00129-00054276-00054630 それだけの力を生みます
e0_kFUjMVdY-00131-00054901-00055213 あなたにはそれまでの間
e0_kFUjMVdY-00132-00055214-00055829 死なずにいていただきます
e0_kFUjMVdY-00133-00055829-00056179 無理な相談でしょうか
e0_kFUjMVdY-00134-00056179-00056463 空の一粒の持ち主痛む
e0_kFUjMVdY-00136-00056649-00056851 一日ください
e0_kFUjMVdY-00137-00056852-00056986 ただし
e0_kFUjMVdY-00138-00056987-00057173 多言無用です
e0_kFUjMVdY-00140-00057384-00057744 西木山さん柏木さん
e0_kFUjMVdY-00141-00057745-00058162 あんたを今ははのに売りはです
e0_kFUjMVdY-00142-00058163-00058372 俺は東島組に狙われず
e0_kFUjMVdY-00144-00058517-00058915 あなたがそういう人なら
e0_kFUjMVdY-00145-00058916-00059094 私はこんなところに
e0_kFUjMVdY-00146-00059095-00059448 のこの顔を出したりしませんよ
e0_kFUjMVdY-00147-00059449-00059732 明日やりおめでとうございます
e0_kFUjMVdY-00148-00059733-00059844 それまで
e0_kFUjMVdY-00149-00059845-00060038 終わり東島組から
e0_kFUjMVdY-00150-00060039-00060298 生き延びてください
e0_kFUjMVdY-00151-00060299-00062533 お疲れ様でした
e0_kFUjMVdY-00184-00073200-00074006 ご視聴ありがとうございました
e0_kFUjMVdY-00205-00081848-00081995 どうだね?
e0_kFUjMVdY-00219-00089654-00089874 の次
e0_kFUjMVdY-00248-00102958-00103191 夜明けだ
e0_kFUjMVdY-00249-00103192-00103896 キリは 幸馬の渡さねってあるんです
e0_kFUjMVdY-00250-00103897-00105029 同事務の親父に繋げ
e0_kFUjMVdY-00252-00105153-00105361 ああのです
e0_kFUjMVdY-00253-00105363-00105590 例の金です
e0_kFUjMVdY-00254-00105591-00106031 やっぱりキリエは死ぬしますよ
e0_kFUjMVdY-00255-00106032-00106349 やさ立花を売りませんでした
e0_kFUjMVdY-00258-00106701-00107323 切りつけさせます
e0_kFUjMVdY-00261-00108108-00108527 プルゼの兄貴
e0_kFUjMVdY-00262-00108528-00108908 わざわざ俺に聞く必要もねえだろ
e0_kFUjMVdY-00263-00108909-00109222 この一件を思いのしきりに
e0_kFUjMVdY-00264-00109223-00109633 俺は兵隊として働くだけだ
e0_kFUjMVdY-00265-00109634-00109953 そう言わんでくださいよ兄貴
e0_kFUjMVdY-00267-00110242-00110526 歩道通してやってるつもりですよ
e0_kFUjMVdY-00269-00111577-00111883 それについて風間組にもご利用ください
e0_kFUjMVdY-00272-00112377-00112657 どういう意味でしょう
e0_kFUjMVdY-00274-00113024-00113146 いいですね
e0_kFUjMVdY-00275-00113147-00113458 どういうふうにそのが消しますのに
e0_kFUjMVdY-00276-00113459-00113834 風間組には特にこの事務所ごと
e0_kFUjMVdY-00277-00113835-00114077 こっちもらわなきゃ
e0_kFUjMVdY-00278-00114078-00114265 通るに
e0_kFUjMVdY-00280-00114718-00115025 おっしゃる通りです
e0_kFUjMVdY-00281-00115026-00115165 だったら
e0_kFUjMVdY-00282-00115166-00115516 そろそろ始めましょうよ
e0_kFUjMVdY-00287-00117330-00117625 やつは簡単にはぶち壊さない
e0_kFUjMVdY-00289-00117819-00118097 うらやましい
e0_kFUjMVdY-00300-00123584-00123884 わぁ、人を集めて来い
e0_kFUjMVdY-00301-00123885-00124089 を見つけたんですよ
e0_kFUjMVdY-00303-00124318-00124749 街中に行けばはねえってわけだおい分かってん
e0_kFUjMVdY-00306-00125058-00125473 おっつけここは同時の踏みだこったがいす
e0_kFUjMVdY-00308-00125680-00125946 こっちは一人
e0_kFUjMVdY-00309-00125947-00126315 遠慮する気はねぇ
e0_kFUjMVdY-00310-00126316-00126625 好きには暴れさせてもらうぜ
e0_kFUjMVdY-00311-00126626-00126865 そうまでして死にたがねえか
e0_kFUjMVdY-00313-00127049-00128000 自分の身の程を巻きまやがるな
e0_kFUjMVdY-00324-00132083-00132686 ねぇ
e0_kFUjMVdY-00325-00132687-00133180 ヤクザに追われてるんでしょ?あんた。
e0_kFUjMVdY-00327-00133425-00133811 そんな風に街歩き回ってたらまたすぐに
e0_kFUjMVdY-00328-00133812-00134015 見つかっちゃうよ
e0_kFUjMVdY-00329-00134016-00134201 あんたさ、よかったな。
e0_kFUjMVdY-00330-00134202-00134465 ちょっとうちの店に寄って行かない?
e0_kFUjMVdY-00331-00134466-00134659 何?
e0_kFUjMVdY-00332-00134660-00134812 うちの店
e0_kFUjMVdY-00333-00134813-00135059 ちょっと作りが特殊でさ
e0_kFUjMVdY-00334-00135060-00135381 裏から下水道に降りていけるの
e0_kFUjMVdY-00335-00135382-00135854 誰にも見られずにこの辺りから離れられる
e0_kFUjMVdY-00337-00136119-00136489 あんたを追いかけてるのが同島組だから
e0_kFUjMVdY-00338-00136490-00136795 いつも偉そうにしてさ
e0_kFUjMVdY-00339-00136796-00137213 そいつら好きな奴なんてこの街にはいない
e0_kFUjMVdY-00341-00137395-00137775 若い良い男がヤクザに消されるなんて、だいまい
e0_kFUjMVdY-00343-00138269-00139152 まあ他に当てがあるならいいけど
e0_kFUjMVdY-00345-00139301-00139609 じゃあこっち来てもたもたしてるとやつ
e0_kFUjMVdY-00346-00139610-00141328 アニメ使っちゃう?
e0_kFUjMVdY-00350-00142413-00142737 確かにあんたの店が変わってる
e0_kFUjMVdY-00352-00142957-00143241 店のマヌーなが 食べやまれ 肩着じゃな
e0_kFUjMVdY-00353-00143242-00143457 良かったみたいね
e0_kFUjMVdY-00354-00143458-00143745 何に怯えてたか知らないけどこんなぬ
e0_kFUjMVdY-00355-00143746-00143957 道用意してさ
e0_kFUjMVdY-00356-00143958-00144215 匂いは我慢して
e0_kFUjMVdY-00357-00144216-00144535 この先はどこまで繋がってる
e0_kFUjMVdY-00358-00144536-00144888 劇場広場の方につながってるみたい
e0_kFUjMVdY-00359-00144889-00145204 わざわざ確かめたことはないの
e0_kFUjMVdY-00360-00145205-00145447 でもどこかしら上に上がれる場所がある
e0_kFUjMVdY-00361-00145448-00145567 だと思う
e0_kFUjMVdY-00363-00145661-00146233 抜け道に使えないものね
e0_kFUjMVdY-00364-00146234-00146581 今頃道島組はうちの店の周りに集まって
e0_kFUjMVdY-00365-00146582-00146899 この道使ってうまくやる
e0_kFUjMVdY-00366-00146900-00147374 どこかに逃げ込めるんじゃない?
e0_kFUjMVdY-00367-00147375-00147619 助かったありがとう
e0_kFUjMVdY-00368-00147620-00147964 いつか街を自由に歩けるようになったら
e0_kFUjMVdY-00369-00147965-00148941 今度は客としてくる
e0_kFUjMVdY-00371-00149174-00149379 そんな日は来ない
e0_kFUjMVdY-00387-00155922-00156626 楽しましてくれず
e0_kFUjMVdY-00390-00158236-00158562 あんたが仕向けたのか
e0_kFUjMVdY-00391-00158563-00158995 お前に一ついい事を教えとじゃる
e0_kFUjMVdY-00392-00158996-00159190 極童ってのはね
e0_kFUjMVdY-00393-00159191-00159529 ボクシングとチゲ
e0_kFUjMVdY-00394-00159530-00159787 インカに負けてるぞ
e0_kFUjMVdY-00395-00159788-00160184 歯医者になるんじゃねー
e0_kFUjMVdY-00396-00160185-00160415 さようなら。
e0_kFUjMVdY-00397-00160416-00160689 ハリーキング 嫌んなかったやつだ
e0_kFUjMVdY-00402-00162597-00163072 極道の世界に慶応は見える
e0_kFUjMVdY-00404-00163333-00163679 指の一本やにをまくそうが
e0_kFUjMVdY-00405-00163680-00164132 阿波野や渋沢に頭とがべよが
e0_kFUjMVdY-00406-00164133-00164465 そんなことは叶え知れんだ
e0_kFUjMVdY-00407-00164466-00164727 命ある限り
e0_kFUjMVdY-00408-00164728-00165308 何度でも早いですじゃあなれよ
e0_kFUjMVdY-00419-00172835-00173373 またこれ
e0_kFUjMVdY-00420-00173374-00173597 後悔するぞ
e0_kFUjMVdY-00421-00173598-00174015 今の俺はここで殺せなかったんだ
e0_kFUjMVdY-00422-00174016-00174376 さっきあんたが言った通り
e0_kFUjMVdY-00423-00174377-00174852 俺は国道を張り続けなはずだ、半端者だ
e0_kFUjMVdY-00424-00174853-00175087 風間のやつ様気ぃぞ
e0_kFUjMVdY-00425-00175088-00175349 それを見抜いてたかに
e0_kFUjMVdY-00426-00175350-00175672 俺が国道になることを許せなかった
e0_kFUjMVdY-00428-00175887-00176098 そんなのがグドってのは
e0_kFUjMVdY-00429-00176099-00176549 多分あんたみたいな男なんだ
e0_kFUjMVdY-00431-00177022-00177350 最後まで貫かせる
e0_kFUjMVdY-00434-00178178-00178435 あんたら何度俺の前に立ち伏せだろう
e0_kFUjMVdY-00444-00187495-00187932 やっぱりつらいけどしくじったな
e0_kFUjMVdY-00449-00189408-00189858 夢はなんで出ましくなかったんだよ
e0_kFUjMVdY-00450-00189859-00190313 夜通しお前からの手が待ってたんだぞ
e0_kFUjMVdY-00451-00190314-00190594 何つまらなそうにしてんだ
e0_kFUjMVdY-00455-00191317-00191508 あんたは俺を殺そうとしてんじゃなかった
e0_kFUjMVdY-00457-00191875-00192159 ようがねえなら行かせてもらう
e0_kFUjMVdY-00458-00192160-00192828 あんたのお遊びに付き合うつもりはない
e0_kFUjMVdY-00460-00193303-00193627 俺はお前に感謝してんだよ
e0_kFUjMVdY-00462-00193865-00194150 風間の頭に風の兄
e0_kFUjMVdY-00464-00194336-00194649 目の上の探偵だった2人や
e0_kFUjMVdY-00465-00194650-00195016 追い落とすきっかけを作ってくれた
e0_kFUjMVdY-00466-00195017-00195707 本当、おめえは俺にとって福の神だ
e0_kFUjMVdY-00468-00195939-00196267 おめえを心の底から
e0_kFUjMVdY-00473-00199715-00200004 話ってのは何なんだ
e0_kFUjMVdY-00474-00200005-00200304 いやよ 次この前に
e0_kFUjMVdY-00475-00200305-00200707 上はクゼの兄貴ともめた後ぐらいによ
e0_kFUjMVdY-00477-00200919-00201196 甲州カントリークラブ
e0_kFUjMVdY-00479-00201562-00201812 何の話だ
e0_kFUjMVdY-00481-00202070-00202359 ゴルフ場ってのは 飯がうめえ
e0_kFUjMVdY-00482-00202360-00202652 酵素があった後もくらいとっさな
e0_kFUjMVdY-00483-00202653-00202853 あれ覚えちまってるね
e0_kFUjMVdY-00484-00202854-00203441 いうの中の他の遊びをばよろしくなる
e0_kFUjMVdY-00485-00203442-00203797 政権話を聞くつもりはねえ
e0_kFUjMVdY-00486-00203798-00204111 早く本題を言ったらどうだ
e0_kFUjMVdY-00488-00204325-00204696 世の中関係ねえと思えるようなことが
e0_kFUjMVdY-00489-00204697-00205181 重要なことだったりするもんなのによ
e0_kFUjMVdY-00490-00205182-00205519 そのゴルフの帰り 寄ってきたよ
e0_kFUjMVdY-00492-00205613-00205915 錦山の実家に
e0_kFUjMVdY-00493-00205916-00206094 まさか
e0_kFUjMVdY-00494-00206094-00206339 風間の頭が面倒見てるって話し合って
